赛事ID,赛事名称,排序,省,省名称,市,市名称,区,区名称,赛事地点,赛事开始时间,赛事结束时间,赛事类别,赛事级别,运动项目,赛事规模,赛事主办方,赛事承办方,赛事协办方,赞助商总数量,赞助金额,赛事的报道数量,赛事报道的媒体名称,赛事裁判数量,开始时间,结束时间,年份,月份,持续天数
95299520975900221,上海市第四届市民运动会2024浦东浦兴路街道青少年剑道联赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-25,2024-11-26,青少年体育赛事,市级,剑道,50.0,上海市体育局,上海市体育管理指导中心,,0,0,0,,0,2024-11-25,2024-11-26,2024,11,2
95299520975900223,上海市第四届市民运动会2024花木街道青年柔术联谊赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-25,2024-11-26,青少年体育赛事,市级,柔术,40.0,上海市体育局,上海市体育管理指导中心,,0,0,0,,0,2024-11-25,2024-11-26,2024,11,2
95299520975900224,上海市第四届市民运动会2024浦东南码头路青少年剑道联赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-25,2024-11-26,青少年体育赛事,市级,剑道,50.0,上海市体育局,上海市体育管理指导中心,,0,0,0,,0,2024-11-25,2024-11-26,2024,11,2
95299520975900261,上海市第四届市民运动会“全嘉来赛”嘉定区业余联赛2024年嘉定区第四届青少年运动会 暨嘉定区学生阳光体育大联赛课间操竞赛规程,99999,SH,上海市,SH,上海市,SH00JD,嘉定区,本区各中小学、大众工业学校,2024-11-25,2024-11-25,青少年体育赛事,市级,“全嘉来赛”嘉定区业余联赛,5000.0,嘉定区人民政府,嘉定区教育局  嘉定区体育局,,0,0,0,,0,2024-11-25,2024-11-25,2024,11,1
95299520975895003,2024年第八届中跃体育北京斯帝卡青少年乒乓球挑战赛,99999,,北京市,,,8,,跃·乒乓俱乐部梨园校区,2024-11-24,2024-11-24,青少年体育赛事,市级,乒乓球,160.0,中跃（北京）体育管理有限公司,跃乒乓俱乐部梨园校区,,0,0,0,,0,2024-11-24,2024-11-24,2024,11,1
95299520975895004,“奔跑吧•海淀少年”2024年海淀区中小学生冬季越野跑接力赛,99999,,北京市,,,5,,西山滑雪场,2024-11-24,2024-11-24,青少年体育赛事,市级,山地户外运动,1500.0,北京市海淀区体育局,北京睿智翔云广告有限公司,,0,0,0,,0,2024-11-24,2024-11-24,2024,11,1
95299520975900276,上海市第四届市民运动会川沙新镇青少年足球争霸赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-24,2024-11-28,青少年体育赛事,市级,足球,50.0,川沙新镇街道人民政府,川沙新镇文化服务中心,,0,0,0,,0,2024-11-24,2024-11-28,2024,11,5
95299520975900280,上海市第四届市民运动会合庆镇青少年校园足球公开赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-24,2024-11-27,青少年体育赛事,市级,足球,50.0,合庆镇街道人民政府,合庆镇文化服务中心,,0,0,0,,0,2024-11-24,2024-11-27,2024,11,4
95299520975900281,上海市第四届市民运动会三林镇青年男子足球赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-24,2024-11-30,青少年体育赛事,市级,篮球,50.0,三林镇街道人民政府,三林镇文化服务中心,,0,0,0,,0,2024-11-24,2024-11-30,2024,11,7
95299520975900283,上海市第四届市民运动会北蔡镇男子校园篮球对抗赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-24,2024-11-30,青少年体育赛事,市级,篮球,50.0,北蔡镇街道人民政府,北蔡镇文化服务中心,,0,0,0,,0,2024-11-24,2024-11-30,2024,11,7
95299520975900284,上海市第四届市民运动会花木街篮球少年组比赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-24,2024-11-30,青少年体育赛事,市级,篮球,50.0,花木街街道人民政府,花木街文化服务中心,,0,0,0,,0,2024-11-24,2024-11-30,2024,11,7
95299520975900289,上海市第四届市民运动会周浦镇男子校园排球争霸赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-24,2024-11-30,青少年体育赛事,市级,排球（气排球）,50.0,周浦镇街道人民政府,周浦镇文化服务中心,,0,0,0,,0,2024-11-24,2024-11-30,2024,11,7
95299520975900290,上海市第四届市民运动会川沙新镇青年羽毛球友谊赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-24,2024-11-30,青少年体育赛事,市级,羽毛球,50.0,川沙新镇街道人民政府,川沙新镇文化服务中心,,0,0,0,,0,2024-11-24,2024-11-30,2024,11,7
95299520975900291,上海市第四届市民运动会泥城镇青年组羽毛球联谊赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-24,2024-11-30,青少年体育赛事,市级,羽毛球,50.0,泥城镇街道人民政府,泥城镇文化服务中心,,0,0,0,,0,2024-11-24,2024-11-30,2024,11,7
95299520975900295,上海市第四届市民运动会康桥镇少年组网球比赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-24,2024-11-27,青少年体育赛事,市级,网球,50.0,康桥镇街道人民政府,康桥镇文化服务中心,,0,0,0,,0,2024-11-24,2024-11-27,2024,11,4
95299520975900303,上海市第四届市民运动会合庆镇青年组象棋友谊赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-24,2024-11-26,青少年体育赛事,市级,象棋,50.0,合庆镇街道人民政府,合庆镇文化服务中心,,0,0,0,,0,2024-11-24,2024-11-26,2024,11,3
95299520975900305,上海市第四届市民运动会惠南镇青年组跳水联赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-24,2024-11-26,青少年体育赛事,市级,跳水,50.0,惠南镇街道人民政府,惠南镇文化服务中心,,0,0,0,,0,2024-11-24,2024-11-26,2024,11,3
95299520975900308,上海市第四届市民运动会洋泾街道少年组健康路跑比赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-24,2024-11-26,青少年体育赛事,市级,路跑,50.0,洋泾街道人民政府,洋泾街道文化服务中心,,0,0,0,,0,2024-11-24,2024-11-26,2024,11,3
95299520975900309,上海市第四届市民运动会康桥镇少年皮划艇交流赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-24,2024-11-26,青少年体育赛事,市级,皮划艇,50.0,康桥镇街道人民政府,康桥镇文化服务中心,,0,0,0,,0,2024-11-24,2024-11-26,2024,11,3
95299520975900310,上海市第四届市民运动会高桥镇少年组定向交流赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-24,2024-11-26,青少年体育赛事,市级,定向运动,50.0,高桥镇街道人民政府,高桥镇文化服务中心,,0,0,0,,0,2024-11-24,2024-11-26,2024,11,3
95299520975900344,上海市第四届市民运动会2024浦东南汇新城镇青少年剑道联赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-24,2024-11-25,青少年体育赛事,市级,剑道,50.0,上海市体育局,上海市体育管理指导中心,,0,0,0,,0,2024-11-24,2024-11-25,2024,11,2
95299520975895006,2024 “北京高协” 北京市青少年高尔夫球巡回赛 （11.23天安站）,99999,,北京市,,,2,,天安假日高尔夫俱乐部,2024-11-23,2024-11-23,青少年体育赛事,市级,高尔夫球,100.0,北京高尔夫球运动协会,北京高尔夫球运动协会,,0,0,0,,0,2024-11-23,2024-11-23,2024,11,1
95299520975900417,上海市第四届市民运动会青少年击剑个人赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-23,2024-11-25,青少年体育赛事,市级,击剑,40.0,浦东新区文化体育和旅游局,上海浦东新区南汇新城社区体育俱乐部,,0,0,0,,0,2024-11-23,2024-11-25,2024,11,3
95299520975900457,上海市第四届市民运动会“全嘉来赛”嘉定区业余联赛2024年嘉定区第四届青少年运动会 暨嘉定区学生阳光体育大联赛课间跑,99999,SH,上海市,SH,上海市,SH00JD,嘉定区,本区各中小学、大众工业学校,2024-11-23,2024-11-23,青少年体育赛事,市级,“全嘉来赛”嘉定区业余联赛,20000.0,嘉定区人民政府,嘉定区教育局  嘉定区体育局,,0,0,0,,0,2024-11-23,2024-11-23,2024,11,1
95299520976174612,山东省第一届青少年智力运动大赛中小学围棋联赛,99999,370000000000,山东省,370300000000,淄博市,370303000000,张店区,,2024-11-23,2024-11-24,青少年体育赛事,省级,围棋,200.0,山东省体育局,山东省棋牌运动管理中心 山东省学校体育协会 山东省围棋协会 淄博市体育局 淄博市教育局,张店区教育和体育局 淄博市围棋协会,0,0,0,,0,2024-11-23,2024-11-24,2024,11,2
95299520976174622,2024浙江省青少年街舞冠军赛,99999,330000000000,浙江省,330900000000,舟山市,330921000000,岱山县,,2024-11-23,2024-11-24,青少年体育赛事,省级,街舞,200.0,浙江省体育局,,,0,0,0,,0,2024-11-23,2024-11-24,2024,11,2
95299520976174634,“奔跑吧·少年”2024年南阳市现代五项锦标赛暨省运会选拔赛,99999,410000000000,河南省,411300000000,南阳市,,,,2024-11-23,2024-11-24,青少年体育赛事,市级,现代五项,189.0,市卫健体委,,,0,0,0,,0,2024-11-23,2024-11-24,2024,11,2
95299520976174730,2024 年衢州市青少年三人制篮球锦标赛,99999,330000000000,浙江省,330800000000,衢州市,330824000000,开化县,,2024-11-22,2024-11-23,青少年体育赛事,市级,篮球三人制,130.0,衢州市体育局,,,0,0,0,,0,2024-11-22,2024-11-23,2024,11,2
95299520975900634,上海市第四届市民运动会团体射箭青年赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-21,2024-11-23,青少年体育赛事,市级,射箭,40.0,浦东新区体育管理指导中心,上海浦东新区文化服务中心,,0,0,0,,0,2024-11-21,2024-11-23,2024,11,3
95299520975900636,上海市第四届市民运动会周浦镇少年网球友谊赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-21,2024-11-23,青少年体育赛事,市级,网球,50.0,周浦镇街道人民政府,周浦镇文化服务中心,,0,0,0,,0,2024-11-21,2024-11-23,2024,11,3
95299520975900637,上海市第四届市民运动会航头镇青少年游泳比赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-21,2024-11-23,青少年体育赛事,市级,游泳,50.0,航头镇街道人民政府,航头镇文化服务中心,,0,0,0,,0,2024-11-21,2024-11-23,2024,11,3
95299520975900638,上海市第四届市民运动会曹路镇青年游泳联赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-21,2024-11-23,青少年体育赛事,市级,游泳,50.0,曹路镇街道人民政府,曹路镇文化服务中心,,0,0,0,,0,2024-11-21,2024-11-23,2024,11,3
95299520975900639,上海市第四届市民运动会合庆镇少年游泳友谊赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-21,2024-11-23,青少年体育赛事,市级,游泳,50.0,合庆镇街道人民政府,合庆镇文化服务中心,,0,0,0,,0,2024-11-21,2024-11-23,2024,11,3
95299520975900642,上海市第四届市民运动会周浦镇少年游泳对抗赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-21,2024-11-23,青少年体育赛事,市级,游泳,50.0,周浦镇街道人民政府,周浦镇文化服务中心,,0,0,0,,0,2024-11-21,2024-11-23,2024,11,3
95299520975900646,上海市第四届市民运动会泥城镇青年组跳水比赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-21,2024-11-23,青少年体育赛事,市级,跳水,50.0,泥城镇街道人民政府,泥城镇文化服务中心,,0,0,0,,0,2024-11-21,2024-11-23,2024,11,3
95299520975900650,上海市第四届市民运动会曹路镇少年组跳水交流赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-21,2024-11-23,青少年体育赛事,市级,跳水,50.0,曹路镇街道人民政府,曹路镇文化服务中心,,0,0,0,,0,2024-11-21,2024-11-23,2024,11,3
95299520975900652,上海市第四届市民运动会金桥镇青年组团体跳水友谊赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-21,2024-11-23,青少年体育赛事,市级,跳水,50.0,金桥镇街道人民政府,金桥镇文化服务中心,,0,0,0,,0,2024-11-21,2024-11-23,2024,11,3
95299520975900659,上海市第四届市民运动会万祥镇青年组团体象棋友谊赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-21,2024-11-23,青少年体育赛事,市级,象棋,50.0,万祥镇街道人民政府,万祥镇文化服务中心,,0,0,0,,0,2024-11-21,2024-11-23,2024,11,3
95299520975900692,上海市第四届市民运动会2024大团镇青年柔术联谊赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-21,2024-11-22,青少年体育赛事,市级,柔术,40.0,上海市体育局,上海市体育管理指导中心,,0,0,0,,0,2024-11-21,2024-11-22,2024,11,2
95299520976174767,“奔跑吧·少年”2024年南阳市宛城区中小学生田径运动会21日开赛,99999,410000000000,河南省,411300000000,南阳市,,,,2024-11-21,2024-11-22,青少年体育赛事,市级,田径其他,700.0,宛城区教育体育局,南阳市第十完全学校高中部、河南动能体育文化传播有限责任公司,宛城区体育事业发展中心、宛城区体校,0,0,0,,0,2024-11-21,2024-11-22,2024,11,2
95299520976174778,2024-2025赛季河北省青少年自由式滑雪u型场地锦标赛,99999,130000000000,河北省,130700000000,张家口市,130709000000,崇礼区,,2024-11-21,2024-11-22,青少年体育赛事,省级,自由式滑雪,45.0,河北省体育局,河北省体育局冬季运动中心，河北省冰雪运动协会,,0,0,0,,0,2024-11-21,2024-11-22,2024,11,2
95299520976174859,河北省第五届冰雪运动会青少年单板滑雪u型场地比赛暨2024-2025赛季河北省青少年单板滑雪u型场地锦标赛,99999,130000000000,河北省,130700000000,张家口市,130709000000,崇礼区,,2024-11-21,2024-11-22,青少年体育赛事,省级,单板滑雪,50.0,河北省人民政府,河北省体育局，秦皇岛市人民政府，河北省冰雪运动协会,,0,0,0,,0,2024-11-21,2024-11-22,2024,11,2
95299520976174906,2024年枣庄市国家体育锻炼标准达标赛（峄城站）在峄城区荀子学校成功举办,99999,370000000000,山东省,370400000000,枣庄市,370404000000,峄城区,,2024-11-21,2024-11-21,青少年体育赛事,市级,达标其他、立定跳远、折返跑、跳绳、平板支撑,800.0,枣庄市体育局,峄城区体育和教育局,,0,0,0,,0,2024-11-21,2024-11-21,2024,11,1
95299520975900745,上海市第四届市民运动会社区青年滑板比赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-20,2024-11-23,青少年体育赛事,市级,滑板,50.0,上海市浦东新区体育管理指导中心,浦东新区文化服务中心,,0,0,0,,0,2024-11-20,2024-11-23,2024,11,4
95299520975900748,上海市第四届市民运动会家庭亲子少年滑板赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-20,2024-11-23,青少年体育赛事,市级,滑板,30.0,上海市体育局,上海聚骄文化传媒有限公司,,0,0,0,,0,2024-11-20,2024-11-23,2024,11,4
95299520975900750,上海市第四届市民运动会曹路镇青年组足球公开赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-20,2024-11-23,青少年体育赛事,市级,足球,50.0,曹路镇街道人民政府,曹路镇文化服务中心,,0,0,0,,0,2024-11-20,2024-11-23,2024,11,4
95299520975900751,上海市第四届市民运动会张江镇青年联谊足球比赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-20,2024-11-23,青少年体育赛事,市级,足球,50.0,张江镇街道人民政府,张江镇文化服务中心,,0,0,0,,0,2024-11-20,2024-11-23,2024,11,4
95299520975900761,上海市第四届市民运动会万祥镇青年团体网球联谊赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-20,2024-11-22,青少年体育赛事,市级,网球,50.0,万祥镇街道人民政府,万祥镇文化服务中心,,0,0,0,,0,2024-11-20,2024-11-22,2024,11,3
95299520975900763,上海市第四届市民运动会东明路街道校园游泳大赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-20,2024-11-23,青少年体育赛事,市级,游泳,50.0,东明路街道人民政府,东明路街道文化服务中心,,0,0,0,,0,2024-11-20,2024-11-23,2024,11,4
95299520975900785,上海市第四届市民运动会沪东新村街道青年男子皮划艇赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-20,2024-11-23,青少年体育赛事,市级,皮划艇,50.0,沪东新村街道人民政府,沪东新村街道文化服务中心,,0,0,0,,0,2024-11-20,2024-11-23,2024,11,4
95299520975900798,上海市第四届市民运动会2024川沙镇青年柔术联谊赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-20,2024-11-21,青少年体育赛事,市级,柔术,40.0,上海市体育局,上海市体育管理指导中心,,0,0,0,,0,2024-11-20,2024-11-21,2024,11,2
95299520975900800,上海市第四届市民运动会2024东明路街道青年柔术联谊赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-20,2024-11-21,青少年体育赛事,市级,柔术,40.0,上海市体育局,上海市体育管理指导中心,,0,0,0,,0,2024-11-20,2024-11-21,2024,11,2
95299520975900801,上海市第四届市民运动会2024康桥镇青年柔术联谊赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-20,2024-11-20,青少年体育赛事,市级,柔术,50.0,上海市体育局,上海市体育管理指导中心,,0,0,0,,0,2024-11-20,2024-11-20,2024,11,1
95299520975900802,上海市第四届市民运动会2024沪东新村青年柔术联谊赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-11-20,2024-11-21,青少年体育赛事,市级,柔术,40.0,上海市体育局,上海市体育管理指导中心,,0,0,0,,0,2024-11-20,2024-11-21,2024,11,2
